customer_key,customer_name,age,age_group,customer_segment,total_sales,total_orders,total_quantity,total_products,last_order,recency,lifespan,avg_order_value,avg_monthly_sales
11437,Ross Navarro,45,36-49,New,23,1,2,2,2013-05-17,148,0,23,23
11438,Roger Raji,49,36-49,New,608,1,4,4,2013-01-15,152,0,608,608
11439,Trisha Zheng,50,50-64,New,1739,1,4,4,2013-08-19,145,0,1739,1739
11440,Casey Jiménez,51,50-64,New,617,1,5,5,2013-06-05,147,0,617,617
11441,Tracy Raji,51,50-64,New,1701,1,1,1,2013-10-26,143,0,1701,1701
11442,Robyn Sanz,51,50-64,New,554,1,3,3,2013-06-18,147,0,554,554
11443,Andrea Torres,40,36-49,New,598,1,5,5,2013-01-23,152,0,598,598
11444,Trisha Sun,51,50-64,New,1710,1,2,2,2013-10-27,143,0,1710,1710
11445,Marvin Suarez,50,50-64,New,554,1,3,3,2013-06-02,147,0,554,554
11446,Colin Xie,51,50-64,New,828,1,3,3,2013-11-01,142,0,828,828
11447,Diane Suarez,45,36-49,New,2490,1,5,5,2013-01-24,152,0,2490,2490
11448,Jake Wu,50,50-64,New,1739,1,4,4,2013-09-17,144,0,1739,1739
11449,Tara Shan,40,36-49,New,793,1,3,3,2013-11-08,142,0,793,793
11450,Cindy Weber,45,36-49,New,2480,1,3,3,2013-02-21,151,0,2480,2480
11451,Heather He,45,36-49,New,2515,1,4,4,2013-02-24,151,0,2515,2515
11452,Audrey Alvarez,45,36-49,New,799,1,2,2,2013-10-29,143,0,799,799
11453,Barbara Rai,51,50-64,New,1710,1,2,2,2013-09-18,144,0,1710,1710
11454,Carly Deng,50,50-64,New,1736,1,2,2,2013-08-29,145,0,1736,1736
11455,Dakota Long,98,65 and Above,New,40,1,2,2,2013-11-16,142,0,40,40
11456,Rebekah Raman,62,50-64,New,13,1,2,2,2013-11-07,142,0,13,13
11457,Roy Kapoor,68,65 and Above,New,29,1,2,2,2013-02-08,151,0,29,29
11458,Brittney Guo,63,50-64,New,1728,1,3,3,2013-10-17,143,0,1728,1728
11459,Kimberly Cooper,52,50-64,New,5,1,1,1,2013-04-23,149,0,5,5
11460,Kendra Vazquez,52,50-64,New,563,1,3,3,2013-06-21,147,0,563,563
11461,Johnny Xu,52,50-64,New,540,1,1,1,2013-01-20,152,0,540,540
11462,Julio Torres,51,50-64,New,1751,1,2,2,2013-10-11,143,0,1751,1751
11463,Arturo Luo,46,36-49,New,1755,1,2,2,2013-10-14,143,0,1755,1755
11464,Lydia Chandra,52,50-64,New,554,1,3,3,2013-02-08,151,0,554,554
11465,Raymond Chandra,51,50-64,New,575,1,2,2,2013-07-06,146,0,575,575
11466,Erik Sanz,51,50-64,New,2443,1,1,1,2013-04-27,149,0,2443,2443
11467,Arturo Shan,51,50-64,New,2492,1,4,4,2013-04-21,149,0,2492,2492
11468,Raul Tang,52,50-64,New,549,1,2,2,2013-06-30,147,0,549,549
11469,Neil Alvarez,53,50-64,New,1732,1,4,4,2013-10-16,143,0,1732,1732
11470,Ruben Gonzalez,52,50-64,New,1701,1,1,1,2013-11-16,142,0,1701,1701
11471,Sabrina Moreno,52,50-64,New,563,1,3,3,2013-03-15,150,0,563,563
11472,Carly Tang,52,50-64,New,1736,1,2,2,2013-11-02,142,0,1736,1736
11473,Joel Martinez,52,50-64,New,561,1,2,2,2013-07-23,146,0,561,561
11474,Bridget Sharma,52,50-64,New,540,1,1,1,2013-07-07,146,0,540,540
11475,Clifford Patel,53,50-64,New,608,1,4,4,2013-03-22,150,0,608,608
11476,Leah Zhu,48,36-49,New,14,1,2,2,2013-12-07,141,0,14,14
11477,Heidi Rana,48,36-49,New,99,1,4,4,2013-04-10,149,0,99,99
11478,Shane Martinez,48,36-49,New,59,1,2,2,2013-11-12,142,0,59,59
11479,Kevin Diaz,54,50-64,New,575,1,2,2,2013-03-04,150,0,575,575
11480,Carolyn Browning,54,50-64,New,554,1,3,3,2013-03-19,150,0,554,554
11481,Tammy Malhotra,53,50-64,New,600,1,4,4,2013-03-22,150,0,600,600
11482,Abby Gonzalez,54,50-64,New,617,1,5,5,2013-07-05,146,0,617,617
11483,Erik Ortega,48,36-49,New,564,1,2,2,2013-03-01,150,0,564,564
11484,Cassidy Jenkins,43,36-49,New,40,1,2,2,2014-01-08,140,0,40,40
11485,Lee Ramos,43,36-49,New,110,1,4,4,2013-12-04,141,0,110,110
11486,Kristy Ruiz,54,50-64,New,589,1,4,4,2013-07-30,146,0,589,589
11487,Andy Suarez,54,50-64,New,23,1,2,2,2013-10-21,143,0,23,23
11488,Jimmy Ruiz,55,50-64,New,589,1,4,4,2013-03-21,150,0,589,589
11489,Jonathon Gill,49,36-49,New,589,1,4,4,2013-08-01,145,0,589,589
11490,Frederick Patel,55,50-64,New,5,1,1,1,2013-04-27,149,0,5,5
11491,Roger Xie,55,50-64,New,30,1,2,2,2013-12-12,141,0,30,30
11492,Desiree Vazquez,56,50-64,New,549,1,2,2,2013-08-11,145,0,549,549
11493,Jerry Nara,44,36-49,New,5,1,1,1,2013-02-08,151,0,5,5
11494,Jorge She,55,50-64,New,68,1,3,3,2013-02-19,151,0,68,68
11495,Dwayne Sanz,56,50-64,New,5,1,1,1,2014-01-24,140,0,5,5
11496,Jon Andersen,56,50-64,New,5,1,1,1,2013-03-07,150,0,5,5
11497,Andy Serrano,56,50-64,New,608,1,4,4,2013-08-04,145,0,608,608
11498,Christina Brooks,56,50-64,New,49,1,3,3,2013-10-05,143,0,49,49
11499,Casey Gomez,57,50-64,New,59,1,2,2,2013-06-01,147,0,59,59
11500,Pedro Jimenez,56,50-64,New,35,1,4,4,2013-08-11,145,0,35,35
11501,Dawn Zhou,86,65 and Above,New,23,1,2,2,2013-08-27,145,0,23,23
11502,Brent Zhao,48,36-49,New,2481,1,4,4,2013-05-15,148,0,2481,2481
11503,Colin Ye,54,50-64,New,2566,1,6,6,2013-06-19,147,0,2566,2566
11504,Grace Miller,53,50-64,New,1736,1,2,2,2013-08-29,145,0,1736,1736
11505,Sandra Zhao,48,36-49,New,1775,1,3,3,2013-09-09,144,0,1775,1775
11506,Arturo Rai,53,50-64,New,1736,1,2,2,2013-08-29,145,0,1736,1736
11507,Julie Shen,46,36-49,New,1736,1,2,2,2013-10-31,143,0,1736,1736
11508,Brenda Prasad,55,50-64,New,561,1,2,2,2013-04-25,149,0,561,561
11509,Louis Wang,49,36-49,New,49,1,3,3,2013-06-24,147,0,49,49
11510,Jon Huang,54,50-64,New,799,1,2,2,2013-11-12,142,0,799,799
11511,Lacey Nara,49,36-49,New,804,1,3,3,2013-11-09,142,0,804,804
11512,Lori Gill,55,50-64,New,1764,1,3,3,2013-10-02,143,0,1764,1764
11513,Wendy Suarez,55,50-64,New,80,1,3,3,2013-07-29,146,0,80,80
11514,Meagan Mehta,56,50-64,New,30,1,2,2,2013-08-12,145,0,30,30
11515,Kenneth Anand,57,50-64,New,23,1,2,2,2013-04-24,149,0,23,23
11516,Marvin Johnsen,42,36-49,New,59,1,2,2,2014-01-14,140,0,59,59
11517,Alexa Morris,41,36-49,New,554,1,3,3,2013-08-10,145,0,554,554
11518,Adrienne Ortega,41,36-49,New,5,1,1,1,2013-06-13,147,0,5,5
11519,Luis Adams,40,36-49,New,563,1,4,4,2013-04-19,149,0,563,563
11520,Jillian Sai,41,36-49,New,1736,1,2,2,2013-11-15,142,0,1736,1736
11521,Logan Hughes,56,50-64,New,921,1,4,4,2013-10-31,143,0,921,921
11522,Rodney Torres,56,50-64,New,1775,1,3,3,2013-10-14,143,0,1775,1775
11523,Christina Rivera,52,50-64,New,5,1,1,1,2014-01-02,140,0,5,5
11524,Benjamin Hayes,47,36-49,New,540,1,1,1,2013-04-10,149,0,540,540
11525,Jon Xu,52,50-64,New,806,1,4,4,2013-12-19,141,0,806,806
11526,Michele Hernandez,58,50-64,New,2478,1,3,3,2013-06-04,147,0,2478,2478
11527,Julio Gutierrez,41,36-49,New,575,1,2,2,2013-04-19,149,0,575,575
11528,Jamie Moreno,41,36-49,New,1732,1,4,4,2013-11-19,142,0,1732,1732
11529,Rachel Flores,43,36-49,New,75,1,2,2,2013-03-20,150,0,75,75
11530,Jaime Blanco,44,36-49,New,40,1,2,2,2013-08-08,145,0,40,40
11531,Ross Raman,45,36-49,New,23,1,2,2,2013-08-09,145,0,23,23
11532,Kelli Jai,45,36-49,New,5,1,1,1,2013-09-24,144,0,5,5
11533,Tiffany Zhou,43,36-49,New,184,1,3,3,2013-10-02,143,0,184,184
11534,Ryan Thomas,43,36-49,New,5,1,1,1,2013-12-03,141,0,5,5
11535,Jake Liu,46,36-49,New,29,1,2,2,2013-11-27,142,0,29,29
11536,Suzanne Liang,45,36-49,New,25,1,2,2,2013-12-19,141,0,25,25
11537,Rachael Prasad,39,36-49,New,1751,1,2,2,2013-11-16,142,0,1751,1751
11538,Brianna Rogers,45,36-49,New,1775,1,3,3,2013-11-17,142,0,1775,1775
11539,Xavier Jenkins,46,36-49,New,14,1,2,2,2013-12-14,141,0,14,14
11540,Bianca Wang,47,36-49,New,21,1,1,1,2014-01-24,140,0,21,21
11541,Randall Sanz,41,36-49,New,99,1,4,4,2013-05-26,148,0,99,99
11542,Latasha Ramos,46,36-49,New,29,1,2,2,2013-04-24,149,0,29,29
11543,Stefanie Martinez,46,36-49,New,589,1,4,4,2013-04-29,149,0,589,589
11544,Teresa Alvarez,40,36-49,New,23,1,2,2,2013-10-24,143,0,23,23
11545,Jeremy Campbell,46,36-49,New,563,1,4,4,2013-03-20,150,0,563,563
11546,Maria Evans,47,36-49,New,127,1,3,3,2013-02-04,151,0,127,127
11547,Brittany Bryant,42,36-49,New,49,1,3,3,2013-08-05,145,0,49,49
11548,Nicholas Jones,43,36-49,New,30,1,1,1,2013-08-21,145,0,30,30
11549,Elijah Flores,48,36-49,New,37,1,3,3,2013-05-07,148,0,37,37
11550,Angela Brooks,48,36-49,New,37,1,3,3,2014-01-02,140,0,37,37
11551,Isabel Russell,48,36-49,New,35,1,2,2,2013-03-02,150,0,35,35
11552,Kristopher Rana,53,50-64,New,29,1,2,2,2013-08-17,145,0,29,29
11553,Andy Rubio,58,50-64,New,68,1,2,2,2013-10-29,143,0,68,68
11554,Andrea Rusko,57,50-64,New,21,1,1,1,2013-06-28,147,0,21,21
11555,Melinda Vazquez,85,65 and Above,New,49,1,3,3,2013-07-06,146,0,49,49
11556,Gilbert Xu,51,50-64,New,5,1,1,1,2013-03-11,150,0,5,5
11557,Ethan Taylor,61,50-64,New,143,1,3,3,2013-09-15,144,0,143,143
11558,Oscar Griffin,62,50-64,New,60,1,3,3,2013-07-13,146,0,60,60
11559,Jason Scott,63,50-64,New,5,1,1,1,2013-07-31,146,0,5,5
11560,Ernest Ye,57,50-64,New,5,1,1,1,2013-05-26,148,0,5,5
11561,Stacy Vazquez,57,50-64,New,5,1,1,1,2013-02-13,151,0,5,5
11562,Casey Jai,57,50-64,New,94,1,3,3,2013-04-23,149,0,94,94
11563,Katie Nara,63,50-64,New,25,1,2,2,2013-07-25,146,0,25,25
11564,Kelli Li,64,50-64,New,30,1,2,2,2013-03-14,150,0,30,30
11565,Darren Weber,64,50-64,New,13,1,2,2,2013-09-26,144,0,13,13
11566,Autumn Sun,58,50-64,New,59,1,2,2,2013-10-02,143,0,59,59
11567,Brenda Subram,64,50-64,New,6,1,2,2,2013-11-19,142,0,6,6
11568,Damien Pal,65,65 and Above,New,1701,1,1,1,2013-11-26,142,0,1701,1701
11569,Glenn Zhu,83,65 and Above,New,23,1,2,2,2013-06-09,147,0,23,23
11570,Autumn Wu,83,65 and Above,New,4,1,1,1,2013-07-17,146,0,4,4
11571,Johnny Goel,82,65 and Above,New,49,1,3,3,2013-03-19,150,0,49,49
11572,Jackson Yang,80,65 and Above,New,1736,1,2,2,2013-11-01,142,0,1736,1736
11573,Armando Vazquez,40,36-49,Regular,2835,2,5,5,2013-06-05,147,13,1417,218
11574,Karen Cai,39,36-49,Regular,2997,2,4,4,2013-06-29,147,13,1498,230
11575,Lance Sanz,40,36-49,Regular,2722,2,2,2,2013-06-09,147,13,1361,209
11576,Randy Zheng,41,36-49,New,70,1,1,1,2013-06-03,147,0,70,70
11577,Orlando Blanco,39,36-49,Regular,3018,2,3,3,2013-06-10,147,13,1509,232
11578,Tony Xu,39,36-49,Regular,2722,2,2,2,2013-06-11,147,13,1361,209
11579,Bryant Sai,40,36-49,Regular,2743,2,3,3,2013-06-29,147,13,1371,211
11580,Juan Vazquez,42,36-49,Regular,2736,2,4,4,2013-06-17,147,13,1368,210
11581,Kara Lal,44,36-49,Regular,2731,2,3,3,2013-06-02,147,13,1365,210
11582,Alexis Long,41,36-49,Regular,3051,2,5,5,2013-06-03,147,13,1525,234
11583,Theresa Vazquez,40,36-49,Regular,2749,2,5,5,2013-06-04,147,13,1374,211
11584,Evelyn Madan,40,36-49,Regular,2757,2,3,3,2013-07-13,146,14,1378,196
11585,Troy Sara,42,36-49,Regular,2821,2,6,6,2013-07-13,146,14,1410,201
11586,Meagan Lopez,59,50-64,New,34,1,2,2,2013-06-26,147,0,34,34
11587,Kelvin He,58,50-64,New,554,1,3,3,2013-05-28,148,0,554,554
11588,Derek Shen,53,50-64,New,1739,1,4,4,2013-11-26,142,0,1739,1739
11589,Gina Alonso,54,50-64,New,549,1,2,2,2013-05-01,148,0,549,549
11590,Teresa Martin,59,50-64,New,49,1,3,3,2013-07-09,146,0,49,49
11591,Cynthia Suri,60,50-64,New,5,1,1,1,2013-08-27,145,0,5,5
11592,Oscar Hughes,60,50-64,New,584,1,3,3,2013-05-13,148,0,584,584
11593,Jon Becker,56,50-64,New,567,1,4,4,2013-05-23,148,0,567,567
11594,Lindsey Anand,60,50-64,New,1755,1,2,2,2013-11-16,142,0,1755,1755
11595,Thomas Johnson,59,50-64,New,554,1,3,3,2013-08-26,145,0,554,554
11596,Gabriella James,59,50-64,New,1710,1,2,2,2013-11-04,142,0,1710,1710
11597,Nicolas Xie,54,50-64,New,2520,1,4,4,2013-07-06,146,0,2520,2520
11598,Omar Xu,55,50-64,New,1751,1,2,2,2013-11-01,142,0,1751,1751
11599,Rachael Chandra,55,50-64,New,615,1,4,4,2013-05-16,148,0,615,615
11600,Donald Sanchez,61,50-64,New,598,1,5,5,2013-05-26,148,0,598,598
11601,Philip Gill,60,50-64,New,1701,1,1,1,2013-11-11,142,0,1701,1701
11602,Maurice Kumar,45,36-49,New,1736,1,2,2,2013-12-16,141,0,1736,1736
11603,Aimee Gao,61,50-64,New,565,1,3,3,2013-08-22,145,0,565,565
11604,Kelli Andersen,44,36-49,New,1755,1,2,2,2013-12-07,141,0,1755,1755
11605,Autumn He,44,36-49,New,561,1,2,2,2013-08-27,145,0,561,561
11606,Wyatt Simmons,49,36-49,New,1736,1,2,2,2013-12-12,141,0,1736,1736
11607,Derrick Schmidt,50,50-64,New,1751,1,2,2,2013-12-12,141,0,1751,1751
11608,Alfredo Hernandez,44,36-49,New,589,1,4,4,2013-05-06,148,0,589,589
11609,Whitney Gonzalez,50,50-64,New,609,1,5,5,2013-06-13,147,0,609,609
11610,Arthur Munoz,51,50-64,New,1745,1,3,3,2013-12-17,141,0,1745,1745
11611,Clarence Cai,49,36-49,New,609,1,4,4,2013-06-07,147,0,609,609
11612,Brent Chen,49,36-49,New,575,1,2,2,2013-06-04,147,0,575,575
11613,Chad Deng,50,50-64,New,1775,1,3,3,2013-11-24,142,0,1775,1775
11614,Franklin Huang,51,50-64,New,562,1,4,4,2013-08-07,145,0,562,562
11615,Dale Luo,51,50-64,New,1183,1,3,3,2013-01-10,152,0,1183,1183
11616,Tommy Shan,45,36-49,New,1155,1,2,2,2013-01-18,152,0,1155,1155
11617,Misty Xu,51,50-64,New,540,1,1,1,2013-06-19,147,0,540,540
11618,Jake Zhang,50,50-64,New,1736,1,2,2,2013-11-28,142,0,1736,1736
11619,Andres Nath,39,36-49,New,806,1,4,4,2013-12-16,141,0,806,806
11620,Rosa Cai,50,50-64,New,1701,1,1,1,2013-12-06,141,0,1701,1701
11621,Robin Hernandez,51,50-64,New,819,1,2,2,2013-12-12,141,0,819,819
11622,Stefanie Suri,51,50-64,New,574,1,2,2,2013-02-09,151,0,574,574
11623,Xavier Davis,45,36-49,New,590,1,4,4,2013-04-21,149,0,590,590
11624,Neil Sanz,68,65 and Above,New,59,1,2,2,2013-08-27,145,0,59,59
11625,Jamie Suarez,68,65 and Above,New,554,1,3,3,2013-06-28,147,0,554,554
11626,Sandra Wu,68,65 and Above,New,34,1,2,2,2014-01-02,140,0,34,34
11627,Meagan Patel,51,50-64,New,78,1,4,4,2013-02-25,151,0,78,78
11628,Arturo Anand,52,50-64,New,565,1,3,3,2013-08-07,145,0,565,565
11629,Shawna Sharma,46,36-49,New,589,1,4,4,2013-06-25,147,0,589,589
11630,Marshall Lu,52,50-64,New,563,1,4,4,2013-06-04,147,0,563,563
11631,Matthew Rodriguez,96,65 and Above,New,60,1,2,2,2013-06-06,147,0,60,60
11632,Roger Wu,46,36-49,New,1164,1,3,3,2013-01-19,152,0,1164,1164
11633,Theodore Serrano,51,50-64,New,1149,1,3,3,2013-01-06,152,0,1149,1149
11634,Tabitha Perez,52,50-64,New,2492,1,4,4,2013-08-08,145,0,2492,2492
11635,Claudia Zhao,51,50-64,New,565,1,1,1,2013-05-08,148,0,565,565
11636,Giraldo Sandoval,52,50-64,New,1775,1,3,3,2013-12-23,141,0,1775,1775
11637,Kristi Hernandez,52,50-64,New,1728,1,3,3,2013-12-10,141,0,1728,1728
11638,Stacey Zhu,46,36-49,New,1701,1,1,1,2013-12-23,141,0,1701,1701
11639,Ana Alexander,46,36-49,New,1715,1,3,3,2013-12-05,141,0,1715,1715
11640,Kristi Gutierrez,47,36-49,New,549,1,2,2,2013-06-12,147,0,549,549
11641,Lori Munoz,42,36-49,New,1155,1,2,2,2013-02-20,151,0,1155,1155
11642,Caleb Li,53,50-64,New,1149,1,3,3,2013-02-13,151,0,1149,1149
11643,Abigail Diaz,42,36-49,New,589,1,4,4,2013-09-18,144,0,589,589
11644,Garrett Rivera,42,36-49,New,1198,1,3,3,2013-02-14,151,0,1198,1198
11645,Brenda Suri,52,50-64,New,1120,1,1,1,2013-02-22,151,0,1120,1120
11646,Marc Ortega,47,36-49,New,604,1,2,2,2013-06-23,147,0,604,604
11647,Isabella Murphy,53,50-64,New,554,1,3,3,2013-09-15,144,0,554,554
11648,Cara She,53,50-64,New,1155,1,2,2,2013-02-16,151,0,1155,1155
11649,Taylor Martinez,52,50-64,New,2443,1,1,1,2013-08-29,145,0,2443,2443
11650,Kaitlin Srini,52,50-64,New,2476,1,2,2,2013-09-06,144,0,2476,2476
11651,Corey Tang,48,36-49,New,589,1,4,4,2013-09-20,144,0,589,589
11652,Kristina Suri,54,50-64,New,575,1,2,2,2013-06-07,147,0,575,575
11653,Frederick Sara,53,50-64,New,575,1,2,2,2013-09-22,144,0,575,575
11654,Gilbert Shan,54,50-64,New,554,1,3,3,2013-06-18,147,0,554,554
11655,Carolyn Dominguez,55,50-64,New,1188,1,4,4,2013-02-11,151,0,1188,1188
11656,Orlando Romero,54,50-64,New,563,1,3,3,2013-09-16,144,0,563,563
11657,Lucas Young,49,36-49,New,565,1,3,3,2013-07-16,146,0,565,565
11658,Willie Goel,56,50-64,New,1169,1,4,4,2013-03-22,150,0,1169,1169
11659,Clinton Suarez,50,50-64,New,40,1,2,2,2013-09-08,144,0,40,40
11660,Devin Rodriguez,55,50-64,New,29,1,1,1,2013-11-06,142,0,29,29
11661,Shawna Luo,50,50-64,New,39,1,2,2,2013-11-09,142,0,39,39
11662,Monica Lopez,50,50-64,New,4,1,1,1,2014-01-13,140,0,4,4
11663,Tracy Shan,44,36-49,New,69,1,3,3,2013-10-31,143,0,69,69
11664,Tyrone Carlson,56,50-64,New,5,1,1,1,2013-11-20,142,0,5,5
11665,Terrence Deng,54,50-64,New,575,1,2,2,2013-09-24,144,0,575,575
11666,Dawn Yang,54,50-64,New,2511,1,4,4,2013-10-08,143,0,2511,2511
11667,Orlando Diaz,53,50-64,New,587,1,2,2,2013-05-16,148,0,587,587
11668,Mayra Srini,53,50-64,New,575,1,2,2,2013-06-16,147,0,575,575
11669,Roy Rana,43,36-49,New,1170,1,2,2,2013-01-03,152,0,1170,1170
11670,Adrienne Hernandez,48,36-49,New,1174,1,2,2,2013-01-16,152,0,1174,1174
11671,Lindsay Raji,48,36-49,New,1120,1,1,1,2013-01-19,152,0,1120,1120
11672,Erika Sanz,53,50-64,New,40,1,2,2,2013-03-14,150,0,40,40
11673,Wyatt King,57,50-64,New,1155,1,2,2,2013-03-05,150,0,1155,1155
11674,Crystal Wu,56,50-64,New,29,1,2,2,2013-07-01,146,0,29,29
11675,Andy Gill,56,50-64,New,609,1,4,4,2013-09-14,144,0,609,609
11676,Troy Prasad,57,50-64,New,575,1,2,2,2013-07-02,146,0,575,575
11677,Alexandra Winston,43,36-49,New,629,1,4,4,2013-09-15,144,0,629,629
11678,Stefanie Jordan,49,36-49,New,29,1,1,1,2013-02-23,151,0,29,29
11679,Reginald Carlson,54,50-64,New,13,1,2,2,2013-11-12,142,0,13,13
11680,Sydney Lee,45,36-49,New,654,1,3,3,2013-07-16,146,0,654,654
11681,Derrick Dominguez,56,50-64,New,612,1,3,3,2013-08-31,145,0,612,612
11682,Lee Suarez,56,50-64,New,621,1,4,4,2013-11-18,142,0,621,621
11683,Tristan Barnes,56,50-64,New,132,1,5,5,2013-06-10,147,0,132,132
11684,Willie Luo,56,50-64,New,29,1,1,1,2014-01-17,140,0,29,29
11685,David Garcia,56,50-64,New,58,1,3,3,2013-05-18,148,0,58,58
11686,Lauren Cooper,57,50-64,New,549,1,2,2,2013-11-27,142,0,549,549
11687,Barbara Ma,41,36-49,New,600,1,4,4,2013-07-25,146,0,600,600
11688,Wayne Anand,41,36-49,New,1243,1,6,6,2013-03-11,150,0,1243,1243
11689,Javier Jiménez,56,50-64,New,1155,1,2,2,2012-12-29,153,0,1155,1155
11690,Seth Perez,57,50-64,New,39,1,2,2,2013-07-25,146,0,39,39
11691,Gilbert Zheng,58,50-64,New,549,1,2,2,2013-10-15,143,0,549,549
11692,Kurt Luo,47,36-49,New,2524,1,5,5,2013-10-25,143,0,2524,2524
11693,Gerald Raman,58,50-64,New,2457,1,3,3,2013-10-17,143,0,2457,2457
11694,Paula Alonso,57,50-64,New,2481,1,4,4,2013-11-15,142,0,2481,2481
11695,Darryl Gao,58,50-64,New,1755,1,2,2,2013-02-02,151,0,1755,1755
11696,Molly Kapoor,42,36-49,New,575,1,2,2,2013-07-07,146,0,575,575
11697,Darren Martin,41,36-49,New,1174,1,2,2,2013-03-10,150,0,1174,1174
11698,Kari Vazquez,42,36-49,New,69,1,3,3,2013-11-15,142,0,69,69
11699,Harold Sara,43,36-49,New,84,1,3,3,2013-03-06,150,0,84,84
11700,Bradley Andersen,45,36-49,New,69,1,3,3,2013-04-13,149,0,69,69
11701,Clarence Chande,44,36-49,New,163,1,2,2,2013-11-23,142,0,163,163
11702,Gina Serrano,39,36-49,New,6,1,2,2,2013-07-18,146,0,6,6
11703,Anne Navarro,45,36-49,New,58,1,2,2,2013-07-04,146,0,58,58
11704,Patricia Gonzalez,45,36-49,New,29,1,1,1,2013-11-13,142,0,29,29
11705,Melvin Raji,43,36-49,New,69,1,3,3,2014-01-07,140,0,69,69
11706,Bethany Raje,44,36-49,New,42,1,3,3,2013-06-15,147,0,42,42
11707,Adriana Kapoor,44,36-49,New,39,1,2,2,2013-02-11,151,0,39,39
11708,Andy Ruth,44,36-49,New,67,1,3,3,2014-01-16,140,0,67,67
11709,Haley Russell,44,36-49,New,63,1,3,3,2013-08-11,145,0,63,63
11710,Anne Ruiz,46,36-49,New,89,1,3,3,2013-09-10,144,0,89,89
11711,Tamara Gao,40,36-49,New,29,1,1,1,2013-09-13,144,0,29,29
11712,Trisha Zhao,45,36-49,New,4,1,1,1,2013-04-18,149,0,4,4
11713,Isaiah Hernandez,47,36-49,New,589,1,4,4,2013-07-17,146,0,589,589
11714,Monique Romero,46,36-49,New,575,1,2,2,2013-10-20,143,0,575,575
11715,Joseph Miller,53,50-64,Regular,4148,2,4,4,2013-12-25,141,30,2074,138
11716,Angelica Alexander,55,50-64,New,72,1,4,4,2013-06-25,147,0,72,72
11717,Marcus Watson,54,50-64,New,86,1,2,2,2013-05-16,148,0,86,86
11718,Caleb Nelson,44,36-49,New,554,1,3,3,2013-07-17,146,0,554,554
11719,Nicole Watson,49,36-49,New,575,1,2,2,2013-07-09,146,0,575,575
11720,Zachary Simmons,55,50-64,New,600,1,4,4,2013-07-28,146,0,600,600
11721,Jesse Brooks,54,50-64,New,567,1,4,4,2013-07-18,146,0,567,567
11722,Jonathan Alexander,43,36-49,New,30,1,1,1,2013-12-26,141,0,30,30
11723,Colleen Lin,57,50-64,New,37,1,3,3,2013-08-07,145,0,37,37
11724,Tina Fernandez,57,50-64,New,563,1,4,4,2013-07-20,146,0,563,563
11725,Alexander Anderson,77,65 and Above,New,70,1,3,3,2013-09-29,144,0,70,70
11726,Noah Evans,67,65 and Above,New,70,1,3,3,2013-07-28,146,0,70,70
11727,Richard Gonzales,76,65 and Above,New,39,1,2,2,2013-08-03,145,0,39,39
11728,Anna Morris,71,65 and Above,New,30,1,1,1,2013-12-28,141,0,30,30
11729,Jodi She,71,65 and Above,New,35,1,2,2,2013-04-06,149,0,35,35
11730,Arianna Russell,77,65 and Above,New,150,1,3,3,2013-02-24,151,0,150,150
11731,Seth Nelson,77,65 and Above,New,70,1,3,3,2013-04-06,149,0,70,70
11732,Timothy Perez,77,65 and Above,New,5,1,1,1,2013-09-02,144,0,5,5
11733,Brandon Henderson,76,65 and Above,New,70,1,3,3,2013-07-09,146,0,70,70
11734,Sean Turner,76,65 and Above,Regular,4133,2,4,4,2013-12-05,141,30,2066,137
11735,Alexandria Powell,77,65 and Above,New,549,1,2,2,2013-07-04,146,0,549,549
11736,Maria Adams,75,65 and Above,New,74,1,4,4,2013-02-24,151,0,74,74
11737,Katherine Jones,76,65 and Above,New,35,1,2,2,2013-05-02,148,0,35,35
11738,Katherine Morgan,75,65 and Above,New,30,1,1,1,2013-03-12,150,0,30,30
11739,Heidi Sai,76,65 and Above,New,165,1,5,5,2013-06-13,147,0,165,165
11740,Haley Diaz,70,65 and Above,New,120,1,4,4,2013-10-16,143,0,120,120
11741,Destiny Rodriguez,76,65 and Above,New,7,1,2,2,2013-02-13,151,0,7,7
11742,Kimberly Rogers,75,65 and Above,New,30,1,1,1,2013-11-07,142,0,30,30
11743,Darryl He,74,65 and Above,New,35,1,2,2,2013-03-24,150,0,35,35
11744,Nathan Nelson,75,65 and Above,New,72,1,5,5,2013-03-04,150,0,72,72
11745,Kaylee Murphy,69,65 and Above,New,66,1,4,4,2013-03-01,150,0,66,66
11746,Edward Wright,74,65 and Above,New,54,1,5,5,2013-09-30,144,0,54,54
11747,Alexandria Patterson,75,65 and Above,New,589,1,4,4,2013-03-09,150,0,589,589
11748,Erica Zhang,74,65 and Above,New,40,1,3,3,2013-07-17,146,0,40,40
11749,Brianna Martinez,75,65 and Above,New,32,1,2,2,2013-04-15,149,0,32,32
11750,Adam Phillips,73,65 and Above,Regular,4188,2,4,4,2013-12-27,141,29,2094,144
11751,Miranda Patterson,73,65 and Above,New,600,1,4,4,2013-07-11,146,0,600,600
11752,Jesse Gonzalez,74,65 and Above,New,30,1,1,1,2013-10-18,143,0,30,30
11753,Samuel Rodriguez,73,65 and Above,New,134,1,4,4,2013-06-13,147,0,134,134
11754,Daniel Brown,74,65 and Above,New,32,1,2,2,2013-05-18,148,0,32,32
11755,Hailey Morgan,72,65 and Above,New,724,1,4,4,2013-07-29,146,0,724,724
